Species,humanPer,mousePer,reduced_pct,mouse
Oscillibacter valericigenes,1.324719101,0.163088403,-3.021960376,ERR661417
Algoriphagus marincola,1.237078652,2.035253904,0.718271559,ERR661417
Barnesiella viscericola,1.149438202,1.553808003,0.434879343,ERR661417
[Clostridium] leptum,0.982022472,0.232345122,-2.079486683,ERR661417
Bacteroides thetaiotaomicron,0.887640449,4.582113894,2.367966002,ERR661417
Bacteroides xylanisolvens,0.865168539,2.021849378,1.224622415,ERR661417
Ruminiclostridium thermocellum,0.611235955,0.26362235,-1.213256724,ERR661417
Faecalibacterium prausnitzii,0.586516854,0.24910078,-1.235443028,ERR661417
Bacteroides ovatus,0.466292135,1.453274056,1.640000789,ERR661417
Parabacteroides distasonis,0.465168539,2.189405956,2.23471405,ERR661417
Sutterella stercoricanis,0.425842697,1.175130136,1.464428019,ERR661417
Bacteroides vulgatus,0.4,1.064542794,1.412162041,ERR661417
Butyricimonas virosa,0.36741573,1.359442372,1.887529696,ERR661417
Alistipes shahii,0.331460674,0.612140033,0.885024007,ERR661417
Bacteroides dorei,0.305617978,2.049775474,2.745664575,ERR661417
[Clostridium] clariflavum,0.292134831,0.157503184,-0.891253392,ERR661417
Anaerotruncus colihominis,0.262921348,0.208887201,-0.331907191,ERR661417
Alistipes timonensis,0.186516854,0.195482675,0.067734749,ERR661417
Bacteroides fragilis,0.153932584,0.975179286,2.663368829,ERR661417
Bacteroides intestinalis,0.152808989,0.303835929,0.991563068,ERR661417
Blautia obeum,0.148314607,0.113938473,-0.380405709,ERR661417
[Eubacterium] hallii,0.120224719,0.101650991,-0.242109278,ERR661417
Ruminococcus callidus,0.105617978,0.559638971,2.40564101,ERR661417
Bacteroides intestinalis,4.270691995,6.580458597,0.623718277,ERR661420
Bacteroides uniformis,1.791044776,13.85120363,2.951138037,ERR661420
Alistipes putredinis,1.225689733,0.159162328,-2.945023015,ERR661420
Clostridium tertium,0.845771144,14.59221212,4.108787457,ERR661420
Capnocytophaga ochracea,0.7847128,0.191227999,-2.036870962,ERR661420
Clostridium septicum,0.764360018,5.926901932,2.954953965,ERR661420
Parabacteroides johnsonii,0.567616463,0.762579946,0.425972157,ERR661420
Clostridium beijerinckii,0.548394392,0.975962407,0.831611761,ERR661420
Bacteroides thetaiotaomicron,0.535956581,6.14728054,3.519760292,ERR661420
Bacteroides ovatus,0.470375396,1.815499962,1.948482397,ERR661420
Bacteroides luti,0.435323383,1.487264099,1.772501434,ERR661420
Bacteroides caccae,0.326775215,0.290340071,-0.170554865,ERR661420
[Eubacterium] hallii,0.324513795,0.128845694,-1.332635481,ERR661420
Bacteroides vulgatus,0.271370421,0.967217225,1.833576461,ERR661420
Bacteroides coprocola,0.26119403,0.503139521,0.945836594,ERR661420
[Clostridium] methylpentosum,0.252148349,0.281011876,0.156358322,ERR661420
Bacteroides xylanisolvens,0.162822252,0.955556981,2.553044024,ERR661420
Parabacteroides distasonis,0.157168702,1.209750296,2.944323434,ERR661420
[Clostridium] spiroforme,0.154907282,0.111355328,-0.476234369,ERR661420
Bacteroides dorei,0.12890095,1.722801024,3.740421287,ERR661420
Clostridium saccharoperbutylacetonicum,0.106286748,1.130460638,3.410877122,ERR661420
Alistipes onderdonkii,4.552238806,0.452063641,-3.331978448,ERR661421
Bacteroides intestinalis,4.270691995,10.29472201,1.269363115,ERR661421
Ruminococcus flavefaciens,4.056987788,1.090530147,-1.895379307,ERR661421
Algoriphagus marincola,3.568521031,0.631127811,-2.499322173,ERR661421
Bacteroides uniformis,1.791044776,5.59355369,1.642963741,ERR661421
Barnesiella viscericola,1.44504749,0.359596078,-2.006667714,ERR661421
Alistipes putredinis,1.225689733,0.515176422,-1.250455353,ERR661421
[Clostridium] leptum,1.095658073,0.110080432,-3.315167697,ERR661421
Capnocytophaga ochracea,0.7847128,9.367110902,3.577367508,ERR661421
Akkermansia muciniphila,0.6614654,14.22826278,4.42695002,ERR661421
Parabacteroides johnsonii,0.567616463,0.494628075,-0.198572305,ERR661421
Bacteroides thetaiotaomicron,0.535956581,2.358656725,2.137777433,ERR661421
Blautia obeum,0.515603799,0.159983561,-1.688339222,ERR661421
Bacteroides ovatus,0.470375396,9.502142899,4.3363684,ERR661421
Bacteroides luti,0.435323383,8.975224564,4.365788616,ERR661421
Bacteroides caccae,0.326775215,1.224094405,1.905344359,ERR661421
[Clostridium] clariflavum,0.325644505,0.124757823,-1.384167598,ERR661421
Alistipes shahii,0.306422433,0.588563377,0.941675853,ERR661421
Odoribacter splanchnicus,0.291723202,0.250983385,-0.217008273,ERR661421
Bacteroides vulgatus,0.271370421,5.759408208,4.407585198,ERR661421
Bacteroides coprocola,0.26119403,7.65279164,4.872792294,ERR661421
Ruminiclostridium thermocellum,0.254409769,0.108612693,-1.227961358,ERR661421
Anaerotruncus colihominis,0.243102668,0.202547995,-0.263301925,ERR661421
Bacteroides xylanisolvens,0.162822252,1.913931779,3.555169621,ERR661421
Parabacteroides distasonis,0.157168702,4.403217284,4.80817218,ERR661421
Bacteroides dorei,0.12890095,0.964304585,2.903226014,ERR661421
Paraprevotella xylaniphila,0.104025328,1.312158751,3.656935533,ERR661421
Alistipes onderdonkii,4.552238806,0.60107114,-2.920968586,ERR661422
Bacteroides intestinalis,4.270691995,10.33508432,1.2750084,ERR661422
Ruminococcus flavefaciens,4.056987788,0.90674407,-2.16164165,ERR661422
Algoriphagus marincola,3.568521031,0.658866441,-2.437268323,ERR661422
Bacteroides uniformis,1.791044776,10.25545523,2.517518223,ERR661422
Barnesiella viscericola,1.44504749,0.403282773,-1.841253221,ERR661422
Alistipes finegoldii,1.251696065,1.587444292,0.342821672,ERR661422
Alistipes putredinis,1.225689733,0.490617896,-1.320922062,ERR661422
Capnocytophaga ochracea,0.7847128,9.103402217,3.536169187,ERR661422
Akkermansia muciniphila,0.6614654,23.38526348,5.143790179,ERR661422
Parabacteroides johnsonii,0.567616463,0.425116554,-0.417057996,ERR661422
Bacteroides thetaiotaomicron,0.535956581,2.688123708,2.326411499,ERR661422
Bacteroides ovatus,0.470375396,7.835758595,4.058188448,ERR661422
Bacteroides luti,0.435323383,7.536507366,4.113736671,ERR661422
Bacteroides caccae,0.326775215,1.104532436,1.757065318,ERR661422
[Clostridium] clariflavum,0.325644505,0.101462863,-1.682346102,ERR661422
Alistipes shahii,0.306422433,0.29668255,-0.046601849,ERR661422
Odoribacter splanchnicus,0.291723202,0.30181991,0.049087842,ERR661422
Bacteroides vulgatus,0.271370421,3.98402281,3.875890527,ERR661422
Bacteroides coprocola,0.26119403,5.988877615,4.519091824,ERR661422
Anaerotruncus colihominis,0.243102668,0.109168904,-1.155003762,ERR661422
Bacteroides xylanisolvens,0.162822252,0.949127291,2.543303704,ERR661422
Parabacteroides distasonis,0.157168702,3.469002453,4.464135003,ERR661422
Bacteroides dorei,0.12890095,1.094257716,3.085617757,ERR661422
Paraprevotella xylaniphila,0.104025328,1.23039776,3.564118041,ERR661422
Alistipes onderdonkii,4.552238806,1.032148522,-2.140925658,ERR661423
Bacteroides intestinalis,4.270691995,8.94752128,1.067018216,ERR661423
Ruminococcus flavefaciens,4.056987788,0.326176806,-3.636682859,ERR661423
Algoriphagus marincola,3.568521031,0.317240455,-3.491677613,ERR661423
Bacteroides uniformis,1.791044776,11.82279216,2.722697484,ERR661423
Barnesiella viscericola,1.44504749,0.549585577,-1.394700858,ERR661423
Alistipes finegoldii,1.251696065,2.009561895,0.682996722,ERR661423
Alistipes putredinis,1.225689733,0.308304104,-1.991167827,ERR661423
Capnocytophaga ochracea,0.7847128,8.173409888,3.380701448,ERR661423
Akkermansia muciniphila,0.6614654,26.09972968,5.30222536,ERR661423
Parabacteroides johnsonii,0.567616463,0.488148165,-0.217597327,ERR661423
Bacteroides thetaiotaomicron,0.535956581,5.927034695,3.467122469,ERR661423
Bacteroides ovatus,0.470375396,4.454770894,3.243466734,ERR661423
Bacteroides luti,0.435323383,9.374232032,4.428541084,ERR661423
Bacteroides caccae,0.326775215,0.825495409,1.336961629,ERR661423
Alistipes shahii,0.306422433,0.35633699,0.21772033,ERR661423
Odoribacter splanchnicus,0.291723202,0.282612095,-0.045776923,ERR661423
Bacteroides vulgatus,0.271370421,1.566095485,2.528836796,ERR661423
Bacteroides coprocola,0.26119403,5.396438864,4.368813853,ERR661423
Anaerotruncus colihominis,0.243102668,0.111704386,-1.121879902,ERR661423
Bacteroides xylanisolvens,0.162822252,1.814079221,3.477867673,ERR661423
Parabacteroides distasonis,0.157168702,2.514465718,3.999866026,ERR661423
Bacteroides dorei,0.12890095,1.043318961,3.016845483,ERR661423
Oscillibacter valericigenes,0.106286748,0.130694131,0.298232625,ERR661423
Paraprevotella xylaniphila,0.104025328,1.643171511,3.981476333,ERR661423
Spiroplasma taiwanense,46.67629265,1.459758287,-4.99888857,ERR661426
Clostridium tertium,2.279165829,10.13558501,2.15285156,ERR661426
[Clostridium] methylpentosum,2.143914609,0.179569437,-3.577633719,ERR661426
Clostridium septicum,0.785919251,5.665516615,2.849754519,ERR661426
Bacteroides luti,0.650668031,24.79470573,5.25196662,ERR661426
Bacteroides uniformis,0.438652605,4.249137461,3.276019274,ERR661426
Bacteroides ovatus,0.228464899,5.04610294,4.465125206,ERR661426
Parabacteroides distasonis,0.155356131,0.625466578,2.009353617,ERR661426
Clostridium paraputrificum,0.131595782,15.25331396,6.856865666,ERR661426
Bacteroides dorei,0.102352275,0.283477594,1.469691546,ERR661426
Spiroplasma taiwanense,46.67629265,30.54524031,-0.611742387,ERR661427
[Eubacterium] siraeum,2.734267907,1.721059773,-0.667857404,ERR661427
Clostridium tertium,2.279165829,1.717489109,-0.408204946,ERR661427
Faecalibacterium prausnitzii,1.502385174,0.451688924,-1.733853289,ERR661427
Anaerotruncus colihominis,1.279403432,0.242805113,-2.39760055,ERR661427
Ruminococcus bromii,1.180706596,0.122295222,-3.271210552,ERR661427
[Clostridium] leptum,1.113080986,0.16157252,-2.784304811,ERR661427
Clostridium septicum,0.785919251,1.436299364,0.869903481,ERR661427
Bacteroides luti,0.650668031,12.36163679,4.247804299,ERR661427
Akkermansia muciniphila,0.60863049,0.49989288,-0.28394763,ERR661427
Bacteroides uniformis,0.438652605,7.847425552,4.161068694,ERR661427
Alistipes putredinis,0.288779632,1.182782261,2.034143616,ERR661427
Bacteroides ovatus,0.228464899,18.71920303,6.356402676,ERR661427
Alistipes shahii,0.191910515,0.592730129,1.626941634,ERR661427
Blautia luti,0.188255076,0.285653074,0.601575288,ERR661427
Parabacteroides distasonis,0.155356131,5.167642648,5.055855225,ERR661427
Clostridium paraputrificum,0.131595782,0.434728273,1.724000681,ERR661427
Bacteroides dorei,0.102352275,0.756980647,2.886713253,ERR661427
Spiroplasma taiwanense,46.67629265,36.19380173,-0.366947323,ERR661428
[Eubacterium] siraeum,2.734267907,5.784424379,1.081018794,ERR661428
Faecalibacterium prausnitzii,1.502385174,0.920569977,-0.706655433,ERR661428
Oscillibacter valericigenes,1.480452543,0.129326561,-3.516947731,ERR661428
Anaerotruncus colihominis,1.279403432,0.370344244,-1.78853244,ERR661428
Ruminococcus bromii,1.180706596,0.317437923,-1.895104104,ERR661428
[Clostridium] leptum,1.113080986,0.236314898,-2.235776073,ERR661428
Bacteroides luti,0.650668031,13.24774266,4.347681071,ERR661428
Akkermansia muciniphila,0.60863049,0.58667231,-0.053011708,ERR661428
Bacteroides uniformis,0.438652605,2.10214447,2.260711079,ERR661428
Alistipes putredinis,0.288779632,0.620767494,1.104084025,ERR661428
Bacteroides ovatus,0.228464899,10.74351016,5.555349096,ERR661428
Alistipes shahii,0.191910515,0.308032355,0.682648137,ERR661428
Parabacteroides distasonis,0.155356131,5.024924755,5.01545091,ERR661428
[Clostridium] viride,0.13525122,0.143434913,0.084754625,ERR661428
Bacteroides dorei,0.102352275,1.066356283,3.381074472,ERR661428
Spiroplasma taiwanense,46.67629265,22.6523985,-1.043026162,ERR661429
[Eubacterium] siraeum,2.734267907,4.574899467,0.742585434,ERR661429
Faecalibacterium prausnitzii,1.502385174,0.6511534,-1.20618537,ERR661429
Oscillibacter valericigenes,1.480452543,0.122827385,-3.591334081,ERR661429
Anaerotruncus colihominis,1.279403432,0.296131779,-2.111160036,ERR661429
Ruminococcus bromii,1.180706596,0.190130062,-2.634591935,ERR661429
[Clostridium] leptum,1.113080986,0.19686033,-2.499314241,ERR661429
Bacteroides luti,0.650668031,15.97260781,4.617534394,ERR661429
Akkermansia muciniphila,0.60863049,0.353339054,-0.784513392,ERR661429
Bacteroides uniformis,0.438652605,2.422896371,2.465581958,ERR661429
Alistipes putredinis,0.288779632,0.938872344,1.700960021,ERR661429
Bacteroides ovatus,0.228464899,18.56376087,6.344372682,ERR661429
Alistipes shahii,0.191910515,0.967475981,2.333792086,ERR661429
Parabacteroides distasonis,0.155356131,7.090337018,5.51220312,ERR661429
[Clostridium] viride,0.13525122,0.137970488,0.028718096,ERR661429
Bacteroides dorei,0.102352275,1.201352784,3.553044799,ERR661429
[Clostridium] methylpentosum,11.57323106,8.392032272,-0.463699567,ERR661432
Paraprevotella clara,9.304349227,0.179754614,-5.693804539,ERR661432
Alistipes putredinis,8.331050486,2.815458897,-1.565128332,ERR661432
Akkermansia muciniphila,7.141821229,0.652133018,-3.453053849,ERR661432
Bacteroides uniformis,5.449828384,22.79957361,2.064724139,ERR661432
Parabacteroides johnsonii,3.736887055,0.944756809,-1.983822044,ERR661432
Bacteroides massiliensis,3.653093124,0.154672575,-4.561829212,ERR661432
Bacteroides ovatus,2.384904201,10.78736701,2.177339553,ERR661432
Bacteroides luti,0.779928131,4.426979913,2.504909735,ERR661432
Bacteroides xylanisolvens,0.562386193,2.736032439,2.282452254,ERR661432
Bacteroides caccae,0.517266384,1.2164789,1.233731954,ERR661432
Parabacteroides distasonis,0.459255201,6.268419623,3.770733796,ERR661432
[Clostridium] leptum,0.396409752,0.204836653,-0.952518563,ERR661432
Bacteroides dorei,0.381906957,3.233492883,3.081800331,ERR661432
Bacteroides thetaiotaomicron,0.235267577,15.0492235,5.99924273,ERR661432
Paraprevotella clara,9.304349227,4.276982124,-1.12131207,ERR661433
Alistipes putredinis,8.331050486,0.45488468,-4.19492567,ERR661433
Akkermansia muciniphila,7.141821229,37.35029674,2.386755778,ERR661433
Bacteroides uniformis,5.449828384,11.51071467,1.078694704,ERR661433
Parabacteroides johnsonii,3.736887055,0.938199652,-1.99387009,ERR661433
Bacteroides ovatus,2.384904201,5.805110345,1.283392175,ERR661433
Desulfovibrio piger,1.588861853,0.364263122,-2.124940841,ERR661433
Algoriphagus marincola,0.94429315,0.414016134,-1.189547814,ERR661433
Bacteroides luti,0.779928131,6.469668432,3.052278684,ERR661433
Alistipes shahii,0.750922539,0.163474182,-2.199601293,ERR661433
Bacteroides xylanisolvens,0.562386193,3.639077437,2.693939669,ERR661433
Bacteroides caccae,0.517266384,0.730303138,0.497587992,ERR661433
Barnesiella viscericola,0.517266384,0.239880593,-1.108590994,ERR661433
Parabacteroides distasonis,0.459255201,0.685880806,0.578661824,ERR661433
[Clostridium] leptum,0.396409752,0.199012047,-0.994136688,ERR661433
Bacteroides dorei,0.381906957,0.886669747,1.215175652,ERR661433
Bacteroides vulgatus,0.364181317,0.186573794,-0.964910549,ERR661433
Bacteroides thetaiotaomicron,0.235267577,1.670279683,2.827715283,ERR661433
Paraprevotella clara,9.304349227,2.434090756,-1.934522287,ERR661434
Alistipes putredinis,8.331050486,3.712301454,-1.166184553,ERR661434
Akkermansia muciniphila,7.141821229,35.42965025,2.310593297,ERR661434
Faecalibacterium prausnitzii,6.094397087,0.108845372,-5.807131529,ERR661434
Bacteroides uniformis,5.449828384,4.395233921,-0.31027085,ERR661434
Parabacteroides johnsonii,3.736887055,1.244497529,-1.586273594,ERR661434
Bacteroides ovatus,2.384904201,10.67166264,2.161781743,ERR661434
Desulfovibrio piger,1.588861853,0.284153848,-2.483249536,ERR661434
Ruminococcus bromii,1.353594276,0.103065972,-3.715155375,ERR661434
Algoriphagus marincola,0.94429315,0.551932728,-0.77474237,ERR661434
Bacteroides luti,0.779928131,3.269214098,2.067530768,ERR661434
Alistipes shahii,0.750922539,0.263925947,-1.508530906,ERR661434
Bacteroides xylanisolvens,0.562386193,4.610998199,3.035446021,ERR661434
Bacteroides caccae,0.517266384,0.271631814,-0.929254979,ERR661434
Barnesiella viscericola,0.517266384,0.566381229,0.130866014,ERR661434
Parabacteroides distasonis,0.459255201,4.406792722,3.262361075,ERR661434
[Clostridium] leptum,0.396409752,0.46138879,0.218990496,ERR661434
Bacteroides dorei,0.381906957,2.707649036,2.825747646,ERR661434
Bacteroides vulgatus,0.364181317,0.652108999,0.840456217,ERR661434
Bacteroides thetaiotaomicron,0.235267577,6.390090255,4.763461894,ERR661434
Oscillibacter valericigenes,0.15630791,0.150264408,-0.056887467,ERR661434
Paraprevotella clara,9.304349227,2.656548661,-1.808352108,ERR661435
Alistipes putredinis,8.331050486,1.207522119,-2.786448805,ERR661435
Akkermansia muciniphila,7.141821229,35.39584979,2.309216286,ERR661435
Bacteroides uniformis,5.449828384,5.941466653,0.124608305,ERR661435
Parabacteroides johnsonii,3.736887055,2.312032872,-0.69267505,ERR661435
Bacteroides ovatus,2.384904201,12.52732663,2.39307535,ERR661435
Desulfovibrio piger,1.588861853,0.294154677,-2.43334681,ERR661435
Algoriphagus marincola,0.94429315,1.113667319,0.238011617,ERR661435
Bacteroides luti,0.779928131,7.648021609,3.293673507,ERR661435
Alistipes shahii,0.750922539,0.390298619,-0.944085739,ERR661435
Bacteroides xylanisolvens,0.562386193,3.438290469,2.612058348,ERR661435
Bacteroides caccae,0.517266384,0.788609232,0.608403163,ERR661435
Barnesiella viscericola,0.517266384,0.604333345,0.224437109,ERR661435
Parabacteroides distasonis,0.459255201,3.106364958,2.757859373,ERR661435
[Clostridium] leptum,0.396409752,0.242648994,-0.708121574,ERR661435
Bacteroides dorei,0.381906957,3.485217869,3.189955741,ERR661435
Christensenella minuta,0.381906957,0.160239902,-1.252987755,ERR661435
Bacteroides vulgatus,0.364181317,0.656983598,0.851200441,ERR661435
Bacteroides thetaiotaomicron,0.235267577,4.054069521,4.106996415,ERR661435
Streptococcus pasteurianus,27.75822535,1.416513049,-4.292499538,ERR661438
[Clostridium] methylpentosum,15.40553511,0.413553895,-5.219229628,ERR661438
Streptococcus equinus,1.338452514,0.200106724,-2.741724408,ERR661438
Bacteroides uniformis,1.333120034,14.9425148,3.48654438,ERR661438
Parabacteroides johnsonii,0.618567696,4.857135927,2.973102464,ERR661438
Clostridium tertium,0.439929611,19.02105365,5.434180644,ERR661438
Parabacteroides distasonis,0.301285128,6.661734743,4.466696546,ERR661438
Bacteroides caccae,0.181304325,1.862811681,3.360996591,ERR661438
Bacteroides thetaiotaomicron,0.165306884,0.645192588,1.964583057,ERR661438
Clostridium septicum,0.114648323,19.22237314,7.389427397,ERR661438
Bacteroides xylanisolvens,0.111982083,1.418938585,3.663472323,ERR661438
Acholeplasma palmae,0.103983363,0.156447075,0.589321968,ERR661438
Streptococcus pasteurianus,27.75822535,0.680155952,-5.350905948,ERR661439
Faecalibacterium prausnitzii,9.265184237,0.120948234,-6.259358053,ERR661439
Bacteroides uniformis,1.333120034,0.829562594,-0.684383938,ERR661439
Roseburia hominis,0.738548499,0.546401434,-0.434731392,ERR661439
Parabacteroides johnsonii,0.618567696,0.801104186,0.37305839,ERR661439
Alistipes putredinis,0.602570255,1.329007655,1.141148051,ERR661439
Clostridium tertium,0.439929611,0.10529611,-2.062820575,ERR661439
[Eubacterium] sulci,0.415933451,0.109564871,-1.924567405,ERR661439
Parabacteroides distasonis,0.301285128,2.340704061,2.957741179,ERR661439
Anaerotruncus colihominis,0.290620167,0.301659125,0.053784403,ERR661439
Barnesiella viscericola,0.277288967,1.748769174,2.656877755,ERR661439
[Eubacterium] siraeum,0.242627846,2.740544694,3.497645621,ERR661439
Bacteroides caccae,0.181304325,2.659438231,3.874636286,ERR661439
Bacteroides thetaiotaomicron,0.165306884,9.66732121,5.869897466,ERR661439
[Eubacterium] rectale,0.141310724,0.118102393,-0.25883275,ERR661439
Algoriphagus marincola,0.138644484,0.293121603,1.080109082,ERR661439
[Eubacterium] eligens,0.133312003,0.133754518,0.004780935,ERR661439
Bacteroides xylanisolvens,0.111982083,3.530265517,4.97843687,ERR661439
Acholeplasma palmae,0.103983363,0.298813284,1.522891572,ERR661439
Streptococcus pasteurianus,27.75822535,0.50702554,-5.774713105,ERR661440
Bacteroides uniformis,1.333120034,5.643356078,2.081746695,ERR661440
Blautia obeum,0.999840026,0.276436797,-1.854747613,ERR661440
Roseburia hominis,0.738548499,0.745705116,0.013912577,ERR661440
Parabacteroides johnsonii,0.618567696,0.462525958,-0.419397156,ERR661440
Alistipes putredinis,0.602570255,0.373526794,-0.689917724,ERR661440
Parabacteroides distasonis,0.301285128,2.620081448,3.120410296,ERR661440
Anaerotruncus colihominis,0.290620167,0.16721055,-0.797468942,ERR661440
Barnesiella viscericola,0.277288967,0.809083309,1.544898045,ERR661440
Blautia coccoides,0.250626566,0.114620135,-1.128678843,ERR661440
[Eubacterium] siraeum,0.242627846,0.145634996,-0.736388065,ERR661440
Bacteroides caccae,0.181304325,4.45804903,4.619927241,ERR661440
Bacteroides thetaiotaomicron,0.165306884,3.620647806,4.453029135,ERR661440
Algoriphagus marincola,0.138644484,0.743008172,2.421987863,ERR661440
Bacteroides xylanisolvens,0.111982083,16.5147388,7.204342422,ERR661440
Streptococcus pasteurianus,27.75822535,1.193012356,-4.540234446,ERR661441
Bacteroides uniformis,1.333120034,12.25734981,3.200768492,ERR661441
Blautia obeum,0.999840026,0.163613123,-2.611408813,ERR661441
Roseburia hominis,0.738548499,0.395398381,-0.901385699,ERR661441
Parabacteroides johnsonii,0.618567696,3.060928845,2.306966111,ERR661441
Alistipes putredinis,0.602570255,1.288453345,1.096438933,ERR661441
[Eubacterium] sulci,0.415933451,0.117596932,-1.82250229,ERR661441
[Eubacterium] hallii,0.37593985,0.102258202,-1.878285285,ERR661441
Parabacteroides distasonis,0.301285128,5.399233063,4.163553129,ERR661441
Barnesiella viscericola,0.277288967,1.786109928,2.687358755,ERR661441
[Eubacterium] siraeum,0.242627846,0.322113336,0.408823256,ERR661441
Bacteroides caccae,0.181304325,4.995313166,4.784089883,ERR661441
Bacteroides thetaiotaomicron,0.165306884,4.310183213,4.704530483,ERR661441
Algoriphagus marincola,0.138644484,1.164039199,3.069677522,ERR661441
[Eubacterium] eligens,0.133312003,0.105666809,-0.335284408,ERR661441
Bacteroides xylanisolvens,0.111982083,19.18193438,7.420336485,ERR661441
Akkermansia muciniphila,9.975311331,0.9849639,-3.340219114,ERR661444
Bacteroides uniformis,5.994263515,3.846459562,-0.640051367,ERR661444
Bacteroides coprocola,3.193188832,0.990925349,-1.688149588,ERR661444
Paraprevotella clara,2.857350325,0.452407763,-2.658982338,ERR661444
Bacteroides eggerthii,1.49947355,0.439822481,-1.769462821,ERR661444
Parabacteroides johnsonii,1.435936536,0.410015235,-1.808242566,ERR661444
Bacteroides stercoris,1.38329158,0.553752401,-1.320792336,ERR661444
Streptococcus pasteurianus,1.141850924,1.273762999,0.15772256,ERR661444
Bacteroides massiliensis,1.054714447,0.344439293,-1.614530821,ERR661444
Bacteroides luti,0.962131939,0.352387892,-1.449070395,ERR661444
Bacteroides coprophilus,0.922194387,0.399417103,-1.207174775,ERR661444
Bacteroides ovatus,0.871364775,0.384844671,-1.179000523,ERR661444
Bacteroides vulgatus,0.853211342,0.266940452,-1.676385199,ERR661444
Clostridium tertium,0.553679701,48.88189707,6.464104835,ERR661444
Bacteroides intestinalis,0.301346985,0.148373849,-1.02218879,ERR661444
Clostridium paraputrificum,0.294085612,3.056898722,3.377760649,ERR661444
Bacteroides xylanisolvens,0.228733253,0.182155395,-0.328496396,ERR661444
Alistipes onderdonkii,0.192426388,0.11194277,-0.781545299,ERR661444
Streptococcus equinus,0.145227463,0.167582964,0.206561199,ERR661444
Bacteroides dorei,0.136150746,0.173544413,0.35010003,ERR661444
Akkermansia muciniphila,9.975311331,18.23494436,0.870272024,ERR661445
Bacteroides uniformis,5.994263515,4.619043574,-0.375988352,ERR661445
Parabacteroides merdae,5.58218059,1.063450268,-2.392076231,ERR661445
Oscillibacter valericigenes,4.946810442,0.180073049,-4.779844443,ERR661445
Faecalibacterium prausnitzii,4.899611517,0.237832328,-4.364650627,ERR661445
Alistipes finegoldii,4.311440293,0.829015544,-2.378698843,ERR661445
Bacteroides coprocola,3.193188832,4.578272318,0.519805407,ERR661445
Anaerotruncus colihominis,3.069745489,0.181771851,-4.077918341,ERR661445
Paraprevotella clara,2.857350325,4.74645375,0.732172097,ERR661445
Alistipes putredinis,2.350869549,1.12290835,-1.065954304,ERR661445
Bacteroides eggerthii,1.49947355,0.665930519,-1.17101251,ERR661445
Parabacteroides johnsonii,1.435936536,3.750955576,1.385266189,ERR661445
Bacteroides stercoris,1.38329158,0.258217956,-2.421444057,ERR661445
Streptococcus pasteurianus,1.141850924,0.477363459,-1.25821427,ERR661445
Bacteroides massiliensis,1.054714447,0.336362864,-1.648762116,ERR661445
Bacteroides luti,0.962131939,3.431580736,1.834566645,ERR661445
Bacteroides coprophilus,0.922194387,0.516435913,-0.836481556,ERR661445
Bacteroides ovatus,0.871364775,4.027860358,2.208664969,ERR661445
Bacteroides vulgatus,0.853211342,1.4490784,0.764160602,ERR661445
Ruminococcus callidus,0.81327379,0.48585747,-0.743207968,ERR661445
Barnesiella viscericola,0.671677014,15.59670432,4.537329743,ERR661445
Alistipes timonensis,0.522818865,0.346555678,-0.593224042,ERR661445
[Clostridium] saccharolyticum,0.306793015,0.288796399,-0.087212883,ERR661445
Bacteroides intestinalis,0.301346985,20.27180838,6.071905353,ERR661445
Bacteroides xylanisolvens,0.228733253,1.917947847,3.067825464,ERR661445
Alistipes shahii,0.22691791,0.494351482,1.123366675,ERR661445
Bacteroides thetaiotaomicron,0.201503104,0.698207764,1.792854334,ERR661445
Odoribacter splanchnicus,0.174272955,0.191964665,0.139492079,ERR661445
Butyricimonas virosa,0.172457612,0.399218551,1.210936955,ERR661445
Bacteroides dorei,0.136150746,0.181771851,0.416923913,ERR661445
Clostridium carnis,0.125258686,0.180073049,0.523671615,ERR661445
Akkermansia muciniphila,9.975311331,23.13863195,1.213869795,ERR661446
Bacteroides uniformis,5.994263515,6.206463401,0.050188911,ERR661446
Oscillibacter valericigenes,4.946810442,0.229816147,-4.427946546,ERR661446
Faecalibacterium prausnitzii,4.899611517,0.161299532,-4.924853208,ERR661446
Alistipes finegoldii,4.311440293,0.822199383,-2.390609706,ERR661446
Bacteroides coprocola,3.193188832,1.260420235,-1.341093049,ERR661446
Anaerotruncus colihominis,3.069745489,0.211259564,-3.861030488,ERR661446
Paraprevotella clara,2.857350325,5.312892543,0.894819605,ERR661446
Alistipes putredinis,2.350869549,0.506737467,-2.213884078,ERR661446
Bacteroides eggerthii,1.49947355,0.292623044,-2.357340781,ERR661446
Parabacteroides johnsonii,1.435936536,5.636919036,1.972914859,ERR661446
Bacteroides stercoris,1.38329158,0.406817403,-1.765651988,ERR661446
Streptococcus pasteurianus,1.141850924,2.940504739,1.364689506,ERR661446
Bacteroides massiliensis,1.054714447,0.218396711,-2.27182942,ERR661446
Bacteroides luti,0.962131939,2.059780747,1.098184126,ERR661446
Bacteroides ovatus,0.871364775,2.338129496,1.424006137,ERR661446
Bacteroides vulgatus,0.853211342,1.046305812,0.294329532,ERR661446
Ruminococcus callidus,0.81327379,0.602375243,-0.433078643,ERR661446
Barnesiella viscericola,0.671677014,13.77041224,4.357660281,ERR661446
[Clostridium] leptum,0.528264895,0.256937307,-1.039845156,ERR661446
