Genus,humanPer,mousePer,reduced_pct,mouse
Bifidobacterium,33.9151161,4.557171499,-2.895717862,SRR3232278
Prevotella,10.81808396,0.14957197,-6.176461356,SRR3232278
Blautia,9.703213901,0.945167552,-3.359820669,SRR3232278
Bacteroides,8.403813624,58.7722369,2.806018737,SRR3232278
Paraprevotella,3.544517915,6.396588486,0.851713251,SRR3232278
Eubacterium,2.452714132,0.42325685,-2.534773773,SRR3232278
Lachnoclostridium,1.883745963,0.792413201,-1.249279601,SRR3232278
Olsenella,0.722743349,0.474174967,-0.608063926,SRR3232278
Parabacteroides,0.676610795,0.51872832,-0.383347059,SRR3232278
[Eubacterium] rectale[genus],0.369060434,0.505998791,0.45527686,SRR3232278
Caminicella,0.246040289,1.215670051,2.304785234,SRR3232278
Bifidobacterium,33.9151161,2.102934865,-4.011452361,SRR3232342
Prevotella,10.81808396,0.26740616,-5.338268488,SRR3232342
Blautia,9.703213901,3.004192664,-1.691485338,SRR3232342
Bacteroides,8.403813624,54.61028028,2.700056489,SRR3232342
Paraprevotella,3.544517915,4.998184279,0.495814672,SRR3232342
Eubacterium,2.452714132,0.313624509,-2.967268883,SRR3232342
Faecalibacterium,2.383515301,0.462183487,-2.366553266,SRR3232342
Gemmiger,2.183607566,0.115545872,-4.24017598,SRR3232342
Lachnoclostridium,1.883745963,17.27905979,3.197348392,SRR3232342
Roseburia,1.084115024,0.118847182,-3.189338229,SRR3232342
Butyricicoccus,0.961094879,0.145257667,-2.726064544,SRR3232342
Holdemanella,0.907273566,0.10894325,-3.057960808,SRR3232342
Olsenella,0.722743349,1.531808128,1.083680266,SRR3232342
Parabacteroides,0.676610795,1.000297118,0.564030487,SRR3232342
Anaerotruncus,0.453636783,0.227790433,-0.99383047,SRR3232342
Barnesiella,0.430570506,0.122148493,-1.817613434,SRR3232342
[Eubacterium] rectale[genus],0.369060434,0.884751246,1.261414812,SRR3232342
Caminicella,0.246040289,0.495196593,1.009106813,SRR3232342
Bifidobacterium,33.9151161,3.088824577,-3.456798588,SRR3232343
Prevotella,10.81808396,0.378450579,-4.837196276,SRR3232343
Blautia,9.703213901,4.791852182,-1.017879272,SRR3232343
Bacteroides,8.403813624,41.86331256,2.316570401,SRR3232343
Paraprevotella,3.544517915,3.584149599,0.016041434,SRR3232343
Eubacterium,2.452714132,0.595503117,-2.042198131,SRR3232343
Faecalibacterium,2.383515301,0.690115761,-1.788180599,SRR3232343
Gemmiger,2.183607566,0.306099733,-2.83463991,SRR3232343
Lachnoclostridium,1.883745963,22.97417631,3.608336812,SRR3232343
Roseburia,1.084115024,0.116874443,-3.213486434,SRR3232343
Butyricicoccus,0.961094879,0.189225289,-2.344573947,SRR3232343
Oscillibacter,0.891896048,0.111308994,-3.002305404,SRR3232343
Olsenella,0.722743349,1.875556545,1.375763426,SRR3232343
Parabacteroides,0.676610795,0.845948353,0.322243391,SRR3232343
Anaerotruncus,0.453636783,0.400712378,-0.178970552,SRR3232343
[Eubacterium] rectale[genus],0.369060434,0.929430098,1.332489288,SRR3232343
Caminicella,0.246040289,0.445235975,0.855675591,SRR3232343
Prevotella,10.81808396,0.130622197,-6.37190111,SRR3232402
Blautia,9.703213901,1.193016067,-3.023849204,SRR3232402
Bacteroides,8.403813624,73.91474725,3.136746163,SRR3232402
Paraprevotella,3.544517915,7.610920016,1.102481437,SRR3232402
Eubacterium,2.452714132,0.126268124,-4.279816711,SRR3232402
Alistipes,2.375826542,0.178517003,-3.734296115,SRR3232402
Lachnoclostridium,1.883745963,5.081203466,1.431565815,SRR3232402
Roseburia,1.084115024,0.152392563,-2.830653428,SRR3232402
Butyricicoccus,0.961094879,0.182871076,-2.393851954,SRR3232402
Olsenella,0.722743349,0.174162929,-2.053045849,SRR3232402
Parabacteroides,0.676610795,1.02320721,0.596700236,SRR3232402
Anaerotruncus,0.453636783,0.143684417,-1.658634022,SRR3232402
Barnesiella,0.430570506,0.492010276,0.192438948,SRR3232402
Butyricimonas,0.384437952,0.182871076,-1.071923859,SRR3232402
[Eubacterium] rectale[genus],0.369060434,1.362824923,1.884671254,SRR3232402
Veillonella,0.330616638,0.139330344,-1.246649847,SRR3232402
Bilophila,0.176841458,0.348325859,0.977981047,SRR3232402
Blautia,9.703213901,1.391337495,-2.801990262,SRR3232403
Bacteroides,8.403813624,66.71272693,2.988845941,SRR3232403
Paraprevotella,3.544517915,8.08119312,1.188978889,SRR3232403
Faecalibacterium,2.383515301,0.100061943,-4.574125608,SRR3232403
Alistipes,2.375826542,0.185829323,-3.676379435,SRR3232403
Lachnoclostridium,1.883745963,6.041835422,1.681382466,SRR3232403
Roseburia,1.084115024,0.185829323,-2.544467759,SRR3232403
Butyricicoccus,0.961094879,0.181064468,-2.408175397,SRR3232403
Olsenella,0.722743349,0.233477867,-1.630197633,SRR3232403
Parabacteroides,0.676610795,1.029208558,0.605137258,SRR3232403
Anaerotruncus,0.453636783,0.209653595,-1.113530056,SRR3232403
Barnesiella,0.430570506,0.79573069,0.886030745,SRR3232403
Butyricimonas,0.384437952,0.257302139,-0.579287313,SRR3232403
[Eubacterium] rectale[genus],0.369060434,1.929766046,2.386496972,SRR3232403
Veillonella,0.330616638,0.185829323,-0.831181161,SRR3232403
Bilophila,0.176841458,0.586077095,1.728633924,SRR3232403
Prevotella,10.81808396,0.858578808,-3.655350626,SRR3232457
Blautia,9.703213901,2.575736423,-1.913477707,SRR3232457
Bacteroides,8.403813624,79.46391177,3.241183743,SRR3232457
Paraprevotella,3.544517915,2.808413607,-0.335833999,SRR3232457
Eubacterium,2.452714132,0.181488203,-3.756431414,SRR3232457
Faecalibacterium,2.383515301,0.223370096,-3.415582924,SRR3232457
Alistipes,2.375826542,1.014472521,-1.227699722,SRR3232457
Lachnoclostridium,1.883745963,1.575224533,-0.258046934,SRR3232457
Butyricicoccus,0.961094879,0.100051189,-3.263940549,SRR3232457
Olsenella,0.722743349,0.17683466,-2.031082357,SRR3232457
Parabacteroides,0.676610795,6.310205221,3.221288826,SRR3232457
Anaerotruncus,0.453636783,0.118665364,-1.934638726,SRR3232457
Butyricimonas,0.384437952,0.116338592,-1.724421019,SRR3232457
[Eubacterium] rectale[genus],0.369060434,0.497929173,0.432083467,SRR3232457
Prevotella,10.81808396,0.972939043,-3.47495177,SRR3232458
Blautia,9.703213901,2.325986888,-2.060619712,SRR3232458
Bacteroides,8.403813624,78.248361,3.218944461,SRR3232458
Paraprevotella,3.544517915,3.778420979,0.092194029,SRR3232458
Eubacterium,2.452714132,0.115078812,-4.413684963,SRR3232458
Erysipelatoclostridium,2.421959096,0.224926768,-3.428647231,SRR3232458
Faecalibacterium,2.383515301,0.259799135,-3.197622353,SRR3232458
Alistipes,2.375826542,1.203096666,-0.981676945,SRR3232458
Lachnoclostridium,1.883745963,1.38966383,-0.438868493,SRR3232458
Ruminiclostridium,1.768414578,0.134258613,-3.719369979,SRR3232458
Olsenella,0.722743349,0.129027758,-2.485801954,SRR3232458
Parabacteroides,0.676610795,5.070442182,2.905713467,SRR3232458
Sutterella,0.492080578,0.153438415,-1.68123485,SRR3232458
Anaerotruncus,0.453636783,0.123796903,-1.873562398,SRR3232458
Barnesiella,0.430570506,0.629446227,0.547833636,SRR3232458
Butyricimonas,0.384437952,0.191798019,-1.003162945,SRR3232458
[Eubacterium] rectale[genus],0.369060434,0.568419584,0.623099185,SRR3232458
Bilophila,0.176841458,0.174361836,-0.020372235,SRR3232458
Prevotella,10.81808396,1.687109571,-2.680819421,SRR3232507
Blautia,9.703213901,11.98303771,0.304459097,SRR3232507
Bacteroides,8.403813624,71.05695135,3.07985972,SRR3232507
Paraprevotella,3.544517915,3.023117961,-0.229552148,SRR3232507
Eubacterium,2.452714132,0.164151201,-3.90128188,SRR3232507
Faecalibacterium,2.383515301,0.348821303,-2.772530831,SRR3232507
Alistipes,2.375826542,0.556290183,-2.094519958,SRR3232507
Lachnoclostridium,1.883745963,1.837581506,-0.035796178,SRR3232507
Ruminiclostridium,1.768414578,0.104874379,-4.075722363,SRR3232507
Butyricicoccus,0.961094879,0.182390224,-2.397650458,SRR3232507
Oscillibacter,0.891896048,0.107154257,-3.057186411,SRR3232507
Olsenella,0.722743349,0.410378004,-0.816530023,SRR3232507
Parabacteroides,0.676610795,6.078154211,3.167235178,SRR3232507
Anaerotruncus,0.453636783,0.129953035,-1.803547303,SRR3232507
Butyricimonas,0.384437952,0.159591446,-1.268367441,SRR3232507
[Eubacterium] rectale[genus],0.369060434,0.123113401,-1.583869267,SRR3232507
Prevotella,15.85644086,0.972091565,-4.027832956,SRR3232129
Bacteroides,13.3994384,13.44204035,0.004579604,SRR3232129
Alistipes,4.975429975,0.428556496,-3.537263897,SRR3232129
Ruminococcus,4.975429975,0.271767534,-4.194376183,SRR3232129
Barnesiella,3.922428922,0.198599352,-4.303814484,SRR3232129
Blautia,3.053703054,20.81112156,2.768723033,SRR3232129
Faecalibacterium,2.663215163,0.449461691,-2.566898928,SRR3232129
Parabacteroides,1.763776764,0.428556496,-2.041110663,SRR3232129
Eubacterium,1.658476658,3.303020801,0.993927347,SRR3232129
Paraprevotella,1.21972622,5.905717571,2.275555008,SRR3232129
Ruminiclostridium,0.710775711,2.153235079,1.599039548,SRR3232129
Lachnoclostridium,0.592313092,9.323716944,3.976473326,SRR3232129
Christensenella,0.412425412,1.452911048,1.816741244,SRR3232129
Butyricimonas,0.171112671,0.334483119,0.966986804,SRR3232129
Streptococcus,0.127237627,0.188146754,0.56433303,SRR3232129
Prevotella,15.85644086,8.469888476,-0.904654101,SRR3232162
Bacteroides,13.3994384,58.11449814,2.11672559,SRR3232162
Alistipes,4.975429975,0.740520446,-2.748209734,SRR3232162
Barnesiella,3.922428922,0.913011152,-2.103042917,SRR3232162
Blautia,3.053703054,1.802230483,-0.760776253,SRR3232162
Faecalibacterium,2.663215163,0.285501859,-3.221596946,SRR3232162
Parabacteroides,1.763776764,0.87732342,-1.007487288,SRR3232162
Eubacterium,1.658476658,0.104089219,-3.993966148,SRR3232162
Paraprevotella,1.21972622,20.02973978,4.037514417,SRR3232162
Ruminiclostridium,0.710775711,0.160594796,-2.145969242,SRR3232162
Lachnoclostridium,0.592313092,4.957620818,3.065216051,SRR3232162
Butyricimonas,0.171112671,0.68401487,1.999081091,SRR3232162
Prevotella,15.85644086,10.12702179,-0.646859019,SRR3232195
Bacteroides,13.3994384,50.4238882,1.911934834,SRR3232195
Alistipes,4.975429975,0.801481439,-2.634080194,SRR3232195
Barnesiella,3.922428922,1.006915309,-1.96180496,SRR3232195
Blautia,3.053703054,2.12956801,-0.519998975,SRR3232195
Faecalibacterium,2.663215163,0.173606088,-3.939279545,SRR3232195
Parabacteroides,1.763776764,1.064784005,-0.72810717,SRR3232195
Eubacterium,1.658476658,0.13888487,-3.577897358,SRR3232195
Paraprevotella,1.21972622,19.88947079,4.027375629,SRR3232195
Ruminiclostridium,0.710775711,0.254622262,-1.481035819,SRR3232195
Lachnoclostridium,0.592313092,7.644454732,3.689981719,SRR3232195
Christensenella,0.412425412,0.188073262,-1.132838473,SRR3232195
Butyricimonas,0.171112671,0.934579439,2.449370701,SRR3232195
Prevotella,15.85644086,0.12170262,-7.025564947,SRR3232226
Bacteroides,13.3994384,87.99403657,2.715233219,SRR3232226
Alistipes,4.975429975,0.322511942,-3.947396721,SRR3232226
Parabacteroides,1.763776764,1.414792953,-0.318077036,SRR3232226
Paraprevotella,1.21972622,5.294063955,2.117818267,SRR3232226
Ruminiclostridium,0.710775711,2.102412754,1.564579647,SRR3232226
Lactobacillus,0.447525448,0.112574923,-1.991084227,SRR3232226
Clostridium,0.32028782,0.377278121,0.236259501,SRR3232226
Bifidobacterium,20.77922078,2.354200107,-3.141832694,SRR3232279
Prevotella,15.85644086,0.797704168,-4.313071352,SRR3232279
Bacteroides,13.3994384,72.167907,2.429184879,SRR3232279
Alistipes,4.975429975,0.238338441,-4.383737647,SRR3232279
Blautia,3.053703054,1.245196751,-1.294186062,SRR3232279
Parabacteroides,1.763776764,1.551631889,-0.184881643,SRR3232279
Paraprevotella,1.21972622,16.06595652,3.719377616,SRR3232279
Ruminiclostridium,0.710775711,0.296707038,-1.260355231,SRR3232279
Olsenella,0.640575641,0.75879177,0.244335094,SRR3232279
Butyricicoccus,0.311512812,0.24320249,-0.357133496,SRR3232279
Butyricimonas,0.171112671,0.471812831,1.463268057,SRR3232279
Bifidobacterium,20.77922078,1.544900279,-3.749555932,SRR3232280
Prevotella,15.85644086,0.444352589,-5.157220276,SRR3232280
Bacteroides,13.3994384,76.25813785,2.508718767,SRR3232280
Alistipes,4.975429975,0.242843857,-4.356720314,SRR3232280
Blautia,3.053703054,1.508732045,-1.017223177,SRR3232280
Parabacteroides,1.763776764,1.493231373,-0.240230249,SRR3232280
Paraprevotella,1.21972622,12.49354139,3.356553216,SRR3232280
Ruminiclostridium,0.710775711,0.423685026,-0.746402239,SRR3232280
Olsenella,0.640575641,0.511522166,-0.324572179,SRR3232280
Butyricicoccus,0.311512812,0.310013434,-0.006960764,SRR3232280
Butyricimonas,0.171112671,0.377183011,1.1403181,SRR3232280
Bifidobacterium,20.77922078,0.280369428,-6.2116687,SRR3232344
Prevotella,15.85644086,0.310998021,-5.67201977,SRR3232344
Bacteroides,13.3994384,73.20940533,2.44985647,SRR3232344
Alistipes,4.975429975,0.438224484,-3.505079212,SRR3232344
Barnesiella,3.922428922,0.204975968,-4.258220623,SRR3232344
Blautia,3.053703054,0.417020074,-2.872371044,SRR3232344
Parabacteroides,1.763776764,2.780133823,0.656486355,SRR3232344
Paraprevotella,1.21972622,17.35463199,3.830691511,SRR3232344
Butyricimonas,0.171112671,0.405239845,1.243829438,SRR3232344
Bifidobacterium,20.77922078,0.338234279,-5.940974864,SRR3232345
Prevotella,15.85644086,0.493545938,-5.005740797,SRR3232345
Bacteroides,13.3994384,74.12507766,2.467789176,SRR3232345
Alistipes,4.975429975,0.334782909,-3.893523425,SRR3232345
Barnesiella,3.922428922,0.265755505,-3.883575823,SRR3232345
Blautia,3.053703054,0.552219231,-2.467246744,SRR3232345
Parabacteroides,1.763776764,2.619589977,0.570673042,SRR3232345
Paraprevotella,1.21972622,16.11444744,3.723725458,SRR3232345
Veillonella,0.601088101,0.134603438,-2.158861207,SRR3232345
Butyricimonas,0.171112671,0.403810313,1.238731158,SRR3232345
Bifidobacterium,20.77922078,0.123134512,-7.398762567,SRR3232404
Prevotella,15.85644086,0.50731419,-4.966045655,SRR3232404
Bacteroides,13.3994384,60.06747771,2.16441155,SRR3232404
Alistipes,4.975429975,0.352164705,-3.820498979,SRR3232404
Barnesiella,3.922428922,0.20440329,-4.262256981,SRR3232404
Blautia,3.053703054,1.32000197,-1.210019696,SRR3232404
Faecalibacterium,2.663215163,0.128059893,-4.378278379,SRR3232404
Parabacteroides,1.763776764,1.465300694,-0.267471224,SRR3232404
Paraprevotella,1.21972622,10.23001527,3.068179037,SRR3232404
Lachnoclostridium,0.592313092,20.27532877,5.097221523,SRR3232404
Butyricimonas,0.171112671,0.115746441,-0.563978758,SRR3232404
Escherichia,0.100912601,0.169925627,0.75179711,SRR3232404
Prevotella,15.85644086,0.76516866,-4.373147384,SRR3232405
Bacteroides,13.3994384,59.44965334,2.149495862,SRR3232405
Alistipes,4.975429975,0.323310702,-3.943828042,SRR3232405
Barnesiella,3.922428922,0.456227323,-3.103922548,SRR3232405
Blautia,3.053703054,1.36868197,-1.157772522,SRR3232405
Faecalibacterium,2.663215163,0.122139598,-4.446566078,SRR3232405
Parabacteroides,1.763776764,1.551891368,-0.184640402,SRR3232405
Paraprevotella,1.21972622,9.796314258,3.005681699,SRR3232405
Lachnoclostridium,0.592313092,20.66673851,5.124806945,SRR3232405
Butyricimonas,0.171112671,0.111362575,-0.619682122,SRR3232405
Escherichia,0.100912601,0.265833244,1.397415196,SRR3232405
Prevotella,15.85644086,27.9163084,0.816039195,SRR3232459
Bacteroides,13.3994384,42.70564632,1.672254293,SRR3232459
Alistipes,4.975429975,0.315276584,-3.980131282,SRR3232459
Barnesiella,3.922428922,0.11464603,-5.096488997,SRR3232459
Blautia,3.053703054,1.862997994,-0.712933659,SRR3232459
Parabacteroides,1.763776764,2.063628547,0.226515334,SRR3232459
Paraprevotella,1.21972622,18.45801089,3.91961783,SRR3232459
Ruminiclostridium,0.710775711,0.11464603,-2.632207979,SRR3232459
Lachnoclostridium,0.592313092,1.920321009,1.696915618,SRR3232459
Butyricimonas,0.171112671,0.429922614,1.329130401,SRR3232459
Prevotella,15.85644086,25.86057626,0.705685444,SRR3232460
Bacteroides,13.3994384,41.93967308,1.64614308,SRR3232460
Alistipes,4.975429975,0.247610472,-4.328676971,SRR3232460
Barnesiella,3.922428922,0.223368888,-4.134247148,SRR3232460
Blautia,3.053703054,1.643233135,-0.894022601,SRR3232460
Faecalibacterium,2.663215163,0.109087131,-4.609616165,SRR3232460
Parabacteroides,1.763776764,1.463152791,-0.269587542,SRR3232460
Paraprevotella,1.21972622,20.18977698,4.048995713,SRR3232460
Ruminiclostridium,0.710775711,0.214711179,-1.726997075,SRR3232460
Lachnoclostridium,0.592313092,2.268319712,1.937192117,SRR3232460
Oscillibacter,0.557213057,0.171422635,-1.700671449,SRR3232460
Christensenella,0.412425412,0.195664219,-1.075753272,SRR3232460
Butyricimonas,0.171112671,0.567945699,1.730806403,SRR3232460
Prevotella,15.85644086,9.267690221,-0.774787252,SRR3232508
Bacteroides,13.3994384,58.50486754,2.126384125,SRR3232508
Alistipes,4.975429975,0.908122245,-2.453862787,SRR3232508
Blautia,3.053703054,0.988037003,-1.627922801,SRR3232508
Parabacteroides,1.763776764,3.286191699,0.897748667,SRR3232508
Paraprevotella,1.21972622,19.49920085,3.998785737,SRR3232508
Lachnoclostridium,0.592313092,4.189470625,2.822336078,SRR3232508
Butyricimonas,0.171112671,0.477066886,1.479244953,SRR3232508
Prevotella,15.85644086,10.10912282,-0.649411161,SRR3232509
Bacteroides,13.3994384,53.27177687,1.991198867,SRR3232509
Alistipes,4.975429975,0.738296005,-2.752549951,SRR3232509
Barnesiella,3.922428922,0.385363806,-3.347454321,SRR3232509
Blautia,3.053703054,0.875653402,-1.802127935,SRR3232509
Parabacteroides,1.763776764,1.72459842,-0.032407511,SRR3232509
Paraprevotella,1.21972622,24.50303331,4.328331095,SRR3232509
Ruminiclostridium,0.710775711,0.139265138,-2.351560226,SRR3232509
Lachnoclostridium,0.592313092,4.124537373,2.799800429,SRR3232509
Butyricimonas,0.171112671,0.616200542,1.848453354,SRR3232509
Escherichia,0.100912601,0.25945286,1.362366103,SRR3232509
Bacteroides,18.85777982,3.577583956,-2.398102305,SRR3232130
Faecalibacterium,2.363779424,0.276805766,-3.094149517,SRR3232130
Streptococcus,1.41630057,0.308142268,-2.200458975,SRR3232130
Parabacteroides,1.262212314,0.34470152,-1.872535038,SRR3232130
Blautia,1.239262999,13.72016504,3.468743539,SRR3232130
Lactobacillus,1.026162219,55.10523842,5.746858751,SRR3232130
Eubacterium,0.436036981,1.963754113,2.171091894,SRR3232130
Lachnoclostridium,0.390138352,6.423982869,4.041410315,SRR3232130
Ruminiclostridium,0.278670251,1.357915078,2.284762355,SRR3232130
Clostridium,0.25899941,0.506606779,0.967917572,SRR3232130
Erysipelatoclostridium,0.222936201,5.980049094,4.745454519,SRR3232130
Paraprevotella,0.222936201,0.198464511,-0.16774985,SRR3232130
Bilophila,0.127860468,0.17235076,0.430777378,SRR3232130
Prevotella,54.24562324,1.112399831,-5.607759404,SRR3232163
Bacteroides,18.85777982,77.45149726,2.038133296,SRR3232163
Alistipes,4.491508754,0.514023619,-3.12729359,SRR3232163
Faecalibacterium,2.363779424,0.221425559,-3.416201752,SRR3232163
Parabacteroides,1.262212314,4.931990721,1.966215482,SRR3232163
Blautia,1.239262999,0.371678617,-1.737354797,SRR3232163
Eubacterium,0.436036981,0.121256854,-1.846384205,SRR3232163
Lachnoclostridium,0.390138352,4.201813581,3.428954425,SRR3232163
Ruminiclostridium,0.278670251,0.152889076,-0.866073666,SRR3232163
Clostridium,0.25899941,0.790805567,1.610374217,SRR3232163
Erysipelatoclostridium,0.222936201,0.20033741,-0.154199053,SRR3232163
Paraprevotella,0.222936201,3.661429776,4.037704317,SRR3232163
Bilophila,0.127860468,0.300506116,1.23282407,SRR3232163
Anaerotruncus,0.121303521,0.213517503,0.815732912,SRR3232163
Prevotella,54.24562324,0.174423434,-8.280769051,SRR3232196
Bacteroides,18.85777982,70.77161605,1.90801103,SRR3232196
Alistipes,4.491508754,0.681081979,-2.721299781,SRR3232196
Faecalibacterium,2.363779424,0.221490074,-3.415781462,SRR3232196
Parabacteroides,1.262212314,4.435338741,1.813089689,SRR3232196
Blautia,1.239262999,1.290179684,0.058089612,SRR3232196
Lactobacillus,1.026162219,0.935795565,-0.132993519,SRR3232196
Eubacterium,0.436036981,0.16334893,-1.416493494,SRR3232196
Lachnoclostridium,0.390138352,9.781555414,4.648006163,SRR3232196
Ruminiclostridium,0.278670251,0.672776101,1.271567459,SRR3232196
Clostridium,0.25899941,0.34054099,0.394879649,SRR3232196
Erysipelatoclostridium,0.222936201,0.207646945,-0.102498259,SRR3232196
Paraprevotella,0.222936201,0.423599767,0.926070893,SRR3232196
Bilophila,0.127860468,0.855505413,2.742206701,SRR3232196
Anaerotruncus,0.121303521,0.647858468,2.417057246,SRR3232196
Prevotella,54.24562324,0.105094814,-9.011671452,SRR3232227
Bacteroides,18.85777982,31.56499886,0.743165866,SRR3232227
Parabacteroides,1.262212314,0.233036326,-2.437327835,SRR3232227
Lactobacillus,1.026162219,0.16449623,-2.641132387,SRR3232227
[Eubacterium] rectale[genus],0.344239722,0.872743889,1.342144769,SRR3232227
Ruminiclostridium,0.278670251,0.635138223,1.188511595,SRR3232227
Clostridium,0.25899941,8.339045008,5.008861459,SRR3232227
Erysipelatoclostridium,0.222936201,0.274160384,0.298389213,SRR3232227
Paraprevotella,0.222936201,0.795065113,1.834442113,SRR3232227
Prevotella,54.24562324,1.022967265,-5.728674855,SRR3232281
Bacteroides,18.85777982,72.55587821,1.943932668,SRR3232281
Faecalibacterium,2.363779424,0.175994368,-3.747494248,SRR3232281
Bifidobacterium,1.449085306,1.192361844,-0.281320412,SRR3232281
Parabacteroides,1.262212314,4.078669483,1.692143999,SRR3232281
Blautia,1.239262999,0.745776135,-0.732667855,SRR3232281
Lactobacillus,1.026162219,0.967969025,-0.084226028,SRR3232281
Lachnoclostridium,0.390138352,1.403555086,1.847027956,SRR3232281
[Eubacterium] rectale[genus],0.344239722,1.819341781,2.401931107,SRR3232281
Facklamia,0.301619566,0.230992608,-0.384883333,SRR3232281
Clostridium,0.25899941,0.780975009,1.592327572,SRR3232281
Erysipelatoclostridium,0.222936201,1.099964801,2.302754549,SRR3232281
Paraprevotella,0.222936201,3.394491376,3.928492611,SRR3232281
Anaerotruncus,0.121303521,0.151795143,0.323504197,SRR3232281
Prevotella,54.24562324,1.064373297,-5.671430613,SRR3232282
Bacteroides,18.85777982,70.84468665,1.909499822,SRR3232282
Faecalibacterium,2.363779424,0.144754768,-4.029412639,SRR3232282
Bifidobacterium,1.449085306,1.1041099,-0.392258746,SRR3232282
Parabacteroides,1.262212314,4.078678474,1.692147179,SRR3232282
Blautia,1.239262999,1.087079927,-0.189024374,SRR3232282
Lactobacillus,1.026162219,1.129654859,0.138623242,SRR3232282
Lachnoclostridium,0.390138352,1.444709355,1.888721551,SRR3232282
[Eubacterium] rectale[genus],0.344239722,2.247956403,2.707128571,SRR3232282
Facklamia,0.301619566,0.238419619,-0.339227065,SRR3232282
Clostridium,0.25899941,1.240349682,2.25972619,SRR3232282
Erysipelatoclostridium,0.222936201,1.328337875,2.574919347,SRR3232282
Paraprevotella,0.222936201,2.51475931,3.495717516,SRR3232282
Bilophila,0.127860468,0.107856494,-0.245457237,SRR3232282
Anaerotruncus,0.121303521,0.156108084,0.363923816,SRR3232282
Prevotella,54.24562324,0.537498738,-6.657101561,SRR3232346
Bacteroides,18.85777982,77.89946502,2.046453587,SRR3232346
Alistipes,4.491508754,0.966488342,-2.216375911,SRR3232346
Faecalibacterium,2.363779424,0.504693651,-2.227615574,SRR3232346
Parabacteroides,1.262212314,2.725345715,1.110484647,SRR3232346
Blautia,1.239262999,0.166548905,-2.89546462,SRR3232346
Lachnoclostridium,0.390138352,12.11012415,4.95608402,SRR3232346
[Eubacterium] rectale[genus],0.344239722,1.009387302,1.551994357,SRR3232346
Clostridium,0.25899941,0.797415969,1.622383685,SRR3232346
Paraprevotella,0.222936201,1.655395175,2.892472849,SRR3232346
Bilophila,0.127860468,0.224588675,0.812714897,SRR3232346
Anaerotruncus,0.121303521,0.234682548,0.952089131,SRR3232346
Prevotella,54.24562324,0.652595085,-6.377174807,SRR3232347
Bacteroides,18.85777982,69.64413174,1.884841962,SRR3232347
Alistipes,4.491508754,1.254206179,-1.840425613,SRR3232347
Faecalibacterium,2.363779424,1.036674484,-1.189132458,SRR3232347
Parabacteroides,1.262212314,2.814316305,1.156829881,SRR3232347
Blautia,1.239262999,0.261717821,-2.243398325,SRR3232347
Lachnoclostridium,0.390138352,17.30736549,5.471256499,SRR3232347
[Eubacterium] rectale[genus],0.344239722,1.407158152,2.031298999,SRR3232347
Barnesiella,0.337682775,0.129159444,-1.386515455,SRR3232347
Clostridium,0.25899941,2.120934027,3.03367903,SRR3232347
Paraprevotella,0.222936201,1.084259543,2.282007331,SRR3232347
Ruminococcus,0.163923677,0.14955304,-0.132367012,SRR3232347
Bilophila,0.127860468,0.319499677,1.321244192,SRR3232347
Anaerotruncus,0.121303521,0.438462323,1.853831449,SRR3232347
Prevotella,54.24562324,0.384959098,-7.138657762,SRR3232406
Bacteroides,18.85777982,68.55709081,1.862146057,SRR3232406
Alistipes,4.491508754,0.247473706,-4.181852993,SRR3232406
Faecalibacterium,2.363779424,0.632432804,-1.90211131,SRR3232406
Bifidobacterium,1.449085306,0.164982471,-3.134757876,SRR3232406
Parabacteroides,1.262212314,1.189248642,-0.085904225,SRR3232406
Blautia,1.239262999,1.134254485,-0.127738027,SRR3232406
Lachnoclostridium,0.390138352,15.1783873,5.281888876,SRR3232406
[Eubacterium] rectale[genus],0.344239722,1.148003025,1.737640958,SRR3232406
Ruminiclostridium,0.278670251,0.288719324,0.05110867,SRR3232406
Clostridium,0.25899941,0.928026397,1.841217032,SRR3232406
Erysipelatoclostridium,0.222936201,0.316216402,0.504281298,SRR3232406
Paraprevotella,0.222936201,1.017391902,2.190172707,SRR3232406
Ruminococcus,0.163923677,0.164982471,0.009288494,SRR3232406
Anaerotruncus,0.121303521,0.989894824,3.028653819,SRR3232406
Prevotella,54.24562324,0.121923341,-8.797388591,SRR3232407
Bacteroides,18.85777982,30.39701288,0.688769723,SRR3232407
Alistipes,4.491508754,0.19050522,-4.559297712,SRR3232407
Faecalibacterium,2.363779424,2.430846605,0.04036344,SRR3232407
Bifidobacterium,1.449085306,0.358149813,-2.016507432,SRR3232407
Parabacteroides,1.262212314,0.876324011,-0.526418309,SRR3232407
Blautia,1.239262999,2.453707232,0.98548073,SRR3232407
Oscillibacter,0.422923087,0.129543549,-1.706958138,SRR3232407
Lachnoclostridium,0.390138352,45.44692525,6.864053055,SRR3232407
[Eubacterium] rectale[genus],0.344239722,1.150651528,1.740965497,SRR3232407
Ruminiclostridium,0.278670251,1.01348777,1.862697775,SRR3232407
Clostridium,0.25899941,2.423226396,3.225908483,SRR3232407
Erysipelatoclostridium,0.222936201,0.144783967,-0.622729052,SRR3232407
Paraprevotella,0.222936201,0.106682923,-1.063301643,SRR3232407
Ruminococcus,0.163923677,0.457212528,1.479840682,SRR3232407
Anaerotruncus,0.121303521,3.215728111,4.728452099,SRR3232407
Prevotella,54.24562324,1.955171958,-4.794139336,SRR3232461
